#1naE	2naP1	3naP1er	4csE	5csP1	6csp1e	7coE1	8coP1	9coP1e	10coE2	11coP2	12coP2e
0.511	0.514627744	Na^{22}
0.662	0.297047326	Cs^{137}
1.186	0.09562002	Co^{60}
1.289	0.09562002	Na^{22}
